"Ativo","Data","PMestq| de 12 meses| consolid:sim*","PMforn| de 12 meses| consolid:sim*","PMrecb| de 12 meses| consolid:sim*","CicFin| de 12 meses| consolid:sim*","CicOpe| de 12 meses| consolid:sim*"
"BPAC11<XBSP>","4T2017","-","-","-","-","-"
"BPAC11<XBSP>","1T2018","-","-","-","-","-"
"BPAC11<XBSP>","2T2018","-","-","-","-","-"
"BPAC11<XBSP>","3T2018","-","-","-","-","-"
"BPAC11<XBSP>","4T2018","-","-","-","-","-"
"BPAC11<XBSP>","1T2019","-","-","-","-","-"
"BPAC11<XBSP>","2T2019","-","-","-","-","-"
"BPAC11<XBSP>","3T2019","-","-","-","-","-"
"BPAC11<XBSP>","4T2019","-","-","-","-","-"
"BPAC11<XBSP>","1T2020","-","-","-","-","-"
"BPAC11<XBSP>","2T2020","-","-","-","-","-"
"BPAC11<XBSP>","3T2020","-","-","-","-","-"
"BPAC11<XBSP>","4T2020","-","-","-","-","-"
"BPAC11<XBSP>","1T2021","-","-","-","-","-"
"BPAC11<XBSP>","2T2021","-","-","-","-","-"
"BPAC11<XBSP>","3T2021","-","-","-","-","-"
"BPAC11<XBSP>","4T2021","-","-","-","-","-"
"BPAC11<XBSP>","1T2022","-","-","-","-","-"
"BPAC11<XBSP>","2T2022","-","-","-","-","-"
"BPAC11<XBSP>","3T2022","-","-","-","-","-"
"BPAC11<XBSP>","4T2022","-","-","-","-","-"
"BPAC11<XBSP>","1T2023","-","-","-","-","-"
"BPAC11<XBSP>","2T2023","-","-","-","-","-"
"BPAC11<XBSP>","3T2023","-","-","-","-","-"
"BPAC11<XBSP>","4T2023","-","-","-","-","-"
"CABI3<XBSP>","3T2001","-","-","-","-","-"
"CABI3<XBSP>","4T2001","-","-","-","-","-"
"CABI3<XBSP>","1T2002","-","-","-","-","-"
"CABI3<XBSP>","2T2002","-","-","-","-","-"
"CABI3<XBSP>","3T2002","-","-","-","-","-"
"CABI3<XBSP>","4T2002","-","-","-","-","-"
"CABI3<XBSP>","1T2003","-","-","-","-","-"
"CABI3<XBSP>","2T2003","-","-","-","-","-"
"CABI3<XBSP>","3T2003","-","-","-","-","-"
"CABI3<XBSP>","4T2003","-","-","-","-","-"
"CABI3<XBSP>","1T2004","-","-","-","-","-"
"CABI3<XBSP>","2T2004","-","-","-","-","-"
"CABI3<XBSP>","3T2004","-","-","-","-","-"
"CABI3<XBSP>","4T2004","-","-","-","-","-"
"CABI3<XBSP>","1T2005","-","-","-","-","-"
"CABI3<XBSP>","2T2005","-","-","-","-","-"
"CABI3<XBSP>","3T2005","-","-","-","-","-"
"CABI3<XBSP>","4T2005","-","-","-","-","-"
"CABI3<XBSP>","1T2006","-","-","-","-","-"
"CABI3<XBSP>","2T2006","-","-","-","-","-"
"CABI3<XBSP>","3T2006","-","-","-","-","-"
"CABI3<XBSP>","4T2006","-","-","-","-","-"
"CABI3<XBSP>","1T2007","-","-","-","-","-"
"CABI3<XBSP>","2T2007","-","-","-","-","-"
"CABI3<XBSP>","3T2007","-","-","-","-","-"
"CABI3<XBSP>","4T2007","-","-","-","-","-"
"CABI3<XBSP>","1T2008","-","-","-","-","-"
"CABI3<XBSP>","2T2008","-","-","-","-","-"
"CABI3<XBSP>","3T2008","-","-","-","-","-"
"CABI3<XBSP>","4T2008","-","-","-","-","-"
"CABI3<XBSP>","1T2009","-","-","-","-","-"
"CABI3<XBSP>","2T2009","-","-","-","-","-"
"CABI3<XBSP>","3T2009","-","-","-","-","-"
"CABI3<XBSP>","4T2009","-","-","-","-","-"
"CABI3<XBSP>","1T2010","-","-","-","-","-"
"CABI3<XBSP>","2T2010","-","-","-","-","-"
"CABI3<XBSP>","3T2010","-","-","-","-","-"
"CABI3<XBSP>","4T2010","-","-","-","-","-"
"CABI3<XBSP>","1T2011","-","-","-","-","-"
"CABI3<XBSP>","2T2011","-","-","-","-","-"
"CABI3<XBSP>","3T2011","-","-","-","-","-"
"CABI3<XBSP>","4T2011","-","-","-","-","-"
"CABI3<XBSP>","1T2012","-","-","-","-","-"
"CABI3<XBSP>","2T2012","-","-","-","-","-"
"CABI3<XBSP>","3T2012","-","-","-","-","-"
"CABI3<XBSP>","4T2012","-","-","-","-","-"
"CABI3<XBSP>","1T2013","-","-","-","-","-"
"CABI3<XBSP>","2T2013","-","-","-","-","-"
"CABI3<XBSP>","3T2013","-","-","-","-","-"
"CABI3<XBSP>","4T2013","-","-","-","-","-"
"CABI3<XBSP>","1T2014","-","-","-","-","-"
"CABI3<XBSP>","2T2014","-","-","-","-","-"
"CABI3<XBSP>","3T2014","-","-","-","-","-"
"CABI3<XBSP>","4T2014","-","-","-","-","-"
"CABI3<XBSP>","1T2015","-","-","-","-","-"
"CABI3<XBSP>","2T2015","-","-","-","-","-"
"CABI3<XBSP>","3T2015","-","-","-","-","-"
"CABI3<XBSP>","4T2015","-","-","-","-","-"
"CABI3<XBSP>","1T2016","-","-","-","-","-"
"CABI3<XBSP>","2T2016","-","-","-","-","-"
"CABI3<XBSP>","3T2016","-","-","-","-","-"
"CABI3<XBSP>","4T2016","-","-","-","-","-"
"CABI3<XBSP>","1T2017","-","-","-","-","-"
"CABI3<XBSP>","2T2017","-","-","-","-","-"
"CABI3<XBSP>","3T2017","-","-","-","-","-"
"CABI3<XBSP>","4T2017","-","-","-","-","-"
"CABI3<XBSP>","1T2018","-","-","-","-","-"
"CABI3<XBSP>","2T2018","-","-","-","-","-"
"CABI3<XBSP>","3T2018","-","-","-","-","-"
"CABI3<XBSP>","4T2018","-","-","-","-","-"
"CABI3<XBSP>","1T2019","-","-","-","-","-"
"CABI3<XBSP>","2T2019","-","-","-","-","-"
"CABI3<XBSP>","3T2019","-","-","-","-","-"
"CABI3<XBSP>","4T2019","-","-","-","-","-"
"CABI3<XBSP>","1T2020","-","-","-","-","-"
"CABI3<XBSP>","2T2020","-","-","-","-","-"
"CABI3<XBSP>","3T2020","-","-","-","-","-"
"CABI3<XBSP>","4T2020","-","-","-","-","-"
"CABI3<XBSP>","1T2021","-","-","-","-","-"
"CABI3<XBSP>","2T2021","-","-","-","-","-"
"CABI3<XBSP>","3T2021","-","-","-","-","-"
"CABI3<XBSP>","4T2021","-","-","-","-","-"
"CABI3<XBSP>","1T2022","-","-","-","-","-"
"CABI3<XBSP>","2T2022","-","-","-","-","-"
"CABI3<XBSP>","3T2022","-","-","-","-","-"
"CABI3<XBSP>","4T2022","-","-","-","-","-"
"CABI3<XBSP>","1T2023","-","-","-","-","-"
"CABI3<XBSP>","2T2023","-","-","-","-","-"
"CABI3<XBSP>","3T2023","-","-","-","-","-"
"CABI3<XBSP>","4T2023","-","-","-","-","-"
"CXSE3<XBSP>","2T2015","-","-","-","-","-"
"CXSE3<XBSP>","3T2015","-","-","-","-","-"
"CXSE3<XBSP>","4T2015","-","-","-","-","-"
"CXSE3<XBSP>","1T2016","-","-","-","-","-"
"CXSE3<XBSP>","2T2016","-","-","-","-","-"
"CXSE3<XBSP>","3T2016","-","-","-","-","-"
"CXSE3<XBSP>","4T2016","-","-","-","-","-"
"CXSE3<XBSP>","1T2017","-","-","-","-","-"
"CXSE3<XBSP>","2T2017","-","-","-","-","-"
"CXSE3<XBSP>","3T2017","-","-","-","-","-"
"CXSE3<XBSP>","4T2017","-","-","-","-","-"
"CXSE3<XBSP>","1T2018","-","-","-","-","-"
"CXSE3<XBSP>","2T2018","-","-","-","-","-"
"CXSE3<XBSP>","3T2018","-","-","-","-","-"
"CXSE3<XBSP>","4T2018","-","-","-","-","-"
"CXSE3<XBSP>","1T2019","-","-","-","-","-"
"CXSE3<XBSP>","2T2019","-","-","-","-","-"
"CXSE3<XBSP>","3T2019","-","-","-","-","-"
"CXSE3<XBSP>","4T2019","-","-","-","-","-"
"CXSE3<XBSP>","1T2020","-","-","-","-","-"
"CXSE3<XBSP>","2T2020","-","-","-","-","-"
"CXSE3<XBSP>","3T2020","-","-","-","-","-"
"CXSE3<XBSP>","4T2020","-","-","-","-","-"
"CXSE3<XBSP>","1T2021","-","-","-","-","-"
"CXSE3<XBSP>","2T2021","-","-","-","-","-"
"CXSE3<XBSP>","3T2021","-","-","-","-","-"
"CXSE3<XBSP>","4T2021","-","-","-","-","-"
"CXSE3<XBSP>","1T2022","-","-","-","-","-"
"CXSE3<XBSP>","2T2022","-","-","-","-","-"
"CXSE3<XBSP>","3T2022","-","-","-","-","-"
"CXSE3<XBSP>","4T2022","-","-","-","-","-"
"CXSE3<XBSP>","1T2023","-","-","-","-","-"
"CXSE3<XBSP>","2T2023","-","-","-","-","-"
"CXSE3<XBSP>","3T2023","-","-","-","-","-"
"CXSE3<XBSP>","4T2023","-","-","-","-","-"
"CAMB3<XBSP>","4T1995",77.873809773,37.185309197,50.975060762,91.663561338,128.84887054
"CAMB3<XBSP>","1T1996","-","-","-","-","-"
"CAMB3<XBSP>","2T1996","-","-","-","-","-"
"CAMB3<XBSP>","3T1996","-","-","-","-","-"
"CAMB3<XBSP>","4T1996",132.30590062,51.851708075,73.791096136,154.24528868,206.09699676
"CAMB3<XBSP>","1T1997","-","-","-","-","-"
"CAMB3<XBSP>","2T1997","-","-","-","-","-"
"CAMB3<XBSP>","3T1997","-","-","-","-","-"
"CAMB3<XBSP>","4T1997",141.57167585,56.470810386,62.900592284,148.00145774,204.47226813
"CAMB3<XBSP>","1T1998","-","-","-","-","-"
"CAMB3<XBSP>","2T1998","-","-","-","-","-"
"CAMB3<XBSP>","3T1998","-","-","-","-","-"
"CAMB3<XBSP>","4T1998",100.9037328,40.933701841,60.299279691,120.26931065,161.2030125
"CAMB3<XBSP>","1T1999","-","-","-","-","-"
"CAMB3<XBSP>","2T1999","-","-","-","-","-"
"CAMB3<XBSP>","3T1999","-","-","-","-","-"
"CAMB3<XBSP>","4T1999",93.794786582,48.191920241,71.484834245,117.08770058,165.27962083
"CAMB3<XBSP>","1T2000","-","-","-","-","-"
"CAMB3<XBSP>","2T2000","-","-","-","-","-"
"CAMB3<XBSP>","3T2000","-","-","-","-","-"
"CAMB3<XBSP>","4T2000",95.262000835,53.441491582,"-","-","-"
"CAMB3<XBSP>","1T2001",90.169006979,46.847725553,"-","-","-"
"CAMB3<XBSP>","2T2001",91.526930451,67.995468015,"-","-","-"
"CAMB3<XBSP>","3T2001",99.788557406,75.469263655,"-","-","-"
"CAMB3<XBSP>","4T2001",89.252422704,56.847023535,"-","-","-"
"CAMB3<XBSP>","1T2002",93.671712936,53.76881317,"-","-","-"
"CAMB3<XBSP>","2T2002",90.667709891,45.213139033,61.933561417,107.38813227,152.60127131
"CAMB3<XBSP>","3T2002",87.0096,51.0768,73.071112454,109.00391245,160.08071245
"CAMB3<XBSP>","4T2002",85.039070247,36.022371187,57.67478646,106.69148552,142.71385671
"CAMB3<XBSP>","1T2003",88.464726071,50.286513283,64.222348153,102.40056094,152.68707422
"CAMB3<XBSP>","2T2003",86.462882096,47.288790166,72.051401146,111.22549307,158.51428324
"CAMB3<XBSP>","3T2003",81.199667598,43.160837048,76.215233279,114.25406383,157.41490088
"CAMB3<XBSP>","4T2003",81.732378744,30.366038116,60.752429721,112.11877034,142.48480846
"CAMB3<XBSP>","1T2004",78.238267148,45.326030126,77.531532141,110.44376916,155.76979929
"CAMB3<XBSP>","2T2004",91.647679556,48.252823419,83.591525648,126.98638178,175.2392052
"CAMB3<XBSP>","3T2004",95.061060167,48.139047864,83.810838711,130.73285101,178.87189888
"CAMB3<XBSP>","4T2004",108.87138195,30.750716475,63.075732663,141.19639815,171.94711462
"CAMB3<XBSP>","1T2005",102.57113506,30.576415321,84.509608404,156.50432814,187.08074347
"CAMB3<XBSP>","2T2005",92.326797076,33.094590439,82.010838584,141.24304522,174.33763566
"CAMB3<XBSP>","3T2005",101.53484154,35.458222015,87.826254439,153.90287396,189.36109598
"CAMB3<XBSP>","4T2005",88.554363584,25.401449696,81.172664246,144.32557813,169.72702783
"CAMB3<XBSP>","1T2006",91.71523008,48.883002415,87.524977095,130.35720476,179.24020718
"CAMB3<XBSP>","2T2006",89.982102961,54.145913509,90.174158976,126.01034842,180.15626194
"CAMB3<XBSP>","3T2006",84.196707791,71.717928451,97.71875783,110.19753717,181.91546562
"CAMB3<XBSP>","4T2006",87.514381976,38.804519722,86.077967885,134.78783014,173.59234986
"CAMB3<XBSP>","1T2007",91.678109786,22.192312494,98.737012549,168.22280984,190.41512233
"CAMB3<XBSP>","2T2007",104.20742513,24.593017349,101.88944471,181.5038525,206.09686985
"CAMB3<XBSP>","3T2007",98.539168845,19.995041918,97.866013643,176.41014057,196.40518249
"CAMB3<XBSP>","4T2007",106.49597785,16.916356717,"-","-","-"
"CAMB3<XBSP>","1T2008",139.64840859,32.531458179,"-","-","-"
"CAMB3<XBSP>","2T2008",157.49369657,28.621938849,"-","-","-"
"CAMB3<XBSP>","3T2008",144.08775288,18.285969324,"-","-","-"
"CAMB3<XBSP>","4T2008",152.03942443,17.018321829,"-","-","-"
"CAMB3<XBSP>","1T2009",136.27905156,37.373245556,96.356119848,195.26192585,232.63517141
"CAMB3<XBSP>","2T2009",116.13263006,9.2933987034,86.213186513,193.05241787,202.34581658
"CAMB3<XBSP>","3T2009",108.92246857,17.486230758,97.63692151,189.07315933,206.55939009
"CAMB3<XBSP>","4T2009",103.56272967,13.827861633,99.829625742,189.56449378,203.39235542
"CAMB3<XBSP>","1T2010",117.62403339,10.763019229,88.711030379,195.57204454,206.33506377
"CAMB3<XBSP>","2T2010",117.41636682,32.180215303,105.76850604,191.00465756,223.18487287
"CAMB3<XBSP>","3T2010",114.07146827,49.316907404,114.09273254,178.84729341,228.16420082
"CAMB3<XBSP>","4T2010",115.48301807,13.409183601,87.075775555,189.14961003,202.55879363
"CAMB3<XBSP>","1T2011",143.59497253,55.103212918,110.53164026,199.02339987,254.12661279
"CAMB3<XBSP>","2T2011",142.22298806,37.312956053,112.90257678,217.8126088,255.12556485
"CAMB3<XBSP>","3T2011",128.06100837,28.711385474,109.46573149,208.81535439,237.52673986
"CAMB3<XBSP>","4T2011",148.46192884,38.907168415,97.472854258,207.02761468,245.93478309
"CAMB3<XBSP>","1T2012",159.67654855,50.548043314,113.05759855,222.18610379,272.7341471
"CAMB3<XBSP>","2T2012",170.62579759,14.777768324,96.617815418,252.46584468,267.24361301
"CAMB3<XBSP>","3T2012",166.53492261,16.900402748,105.46474669,255.09926655,271.9996693
"CAMB3<XBSP>","4T2012",169.05260811,31.219349086,93.826211283,231.65947031,262.8788194
"CAMB3<XBSP>","1T2013",147.29077135,35.482651948,122.16483343,233.97295284,269.45560478
"CAMB3<XBSP>","2T2013",134.27182399,37.948190206,128.15051494,224.47414872,262.42233893
"CAMB3<XBSP>","3T2013",112.27652758,28.110464955,125.42087951,209.58694214,237.69740709
"CAMB3<XBSP>","4T2013",124.36968775,34.100742596,87.227440723,177.49638588,211.59712847
"CAMB3<XBSP>","1T2014",134.22902801,46.220918152,100.26937166,188.27748152,234.49839968
"CAMB3<XBSP>","2T2014",138.74169866,75.372792091,112.23597427,175.60488084,250.97767294
"CAMB3<XBSP>","3T2014",130.82604738,57.387814767,117.39208522,190.83031784,248.21813261
"CAMB3<XBSP>","4T2014",133.38757102,68.906109838,94.887692698,159.36915388,228.27526371
"CAMB3<XBSP>","1T2015",135.46007365,68.755935653,96.560363771,163.26450177,232.02043742
"CAMB3<XBSP>","2T2015",112.38720187,68.808406658,101.98753058,145.5663258,214.37473246
"CAMB3<XBSP>","3T2015",116.83885372,87.80326021,100.5743383,129.60993182,217.41319203
"CAMB3<XBSP>","4T2015",109.85661546,71.50304318,73.96192628,112.31549856,183.81854175
"CAMB3<XBSP>","1T2016",95.422310413,82.829091537,81.146403142,93.739622019,176.56871356
"CAMB3<XBSP>","2T2016",105.2793387,65.870997922,84.699323038,124.10766382,189.97866174
"CAMB3<XBSP>","3T2016",118.99475608,70.076253247,104.87615148,153.79465432,223.87090757
"CAMB3<XBSP>","4T2016",122.61123923,62.154780324,72.938069171,133.39452808,195.54930841
"CAMB3<XBSP>","1T2017",126.0481157,67.117114967,97.384705195,156.31570594,223.4328209
"CAMB3<XBSP>","2T2017",131.12436356,69.430356035,93.264671376,154.95867891,224.38903494
"CAMB3<XBSP>","3T2017",135.87144135,62.994790296,98.322356177,171.19900723,234.19379753
"CAMB3<XBSP>","4T2017",109.00529168,45.635192859,80.104523171,143.47462199,189.10981485
"CAMB3<XBSP>","1T2018",112.95505749,57.914490734,97.514004494,152.55457126,210.46906199
"CAMB3<XBSP>","2T2018",110.16608796,44.192159681,89.792077165,155.76600545,199.95816513
"CAMB3<XBSP>","3T2018",104.33855081,45.640606482,93.328337847,152.02628218,197.66688867
"CAMB3<XBSP>","4T2018",92.794298353,48.881789137,81.059602649,124.97211186,173.853901
"CAMB3<XBSP>","1T2019",100.46195787,49.255955982,89.219388716,140.42539061,189.68134659
"CAMB3<XBSP>","2T2019",106.83568903,39.374537518,87.335804146,154.79695566,194.17149318
"CAMB3<XBSP>","3T2019",103.25872086,41.593481632,100.13747158,161.80271081,203.39619244
"CAMB3<XBSP>","4T2019",105.97051577,34.126247144,83.113957678,154.9582263,189.08447345
"CAMB3<XBSP>","1T2020",116.0094297,51.796157897,85.800350005,150.01362181,201.80977971
"CAMB3<XBSP>","2T2020",130.42249706,60.014378445,56.061049767,126.46916837,186.48354682
"CAMB3<XBSP>","3T2020",126.7961212,58.383672285,85.638536073,154.05098499,212.43465727
"CAMB3<XBSP>","4T2020",126.9235059,70.00325309,119.41724867,176.33750148,246.34075457
"CAMB3<XBSP>","1T2021",125.63061663,47.511963507,102.09099682,180.20964996,227.72161346
"CAMB3<XBSP>","2T2021",92.287189113,43.078366964,94.965027825,144.17384997,187.25221694
"CAMB3<XBSP>","3T2021",106.69981086,87.203458525,110.67769745,130.17404979,217.37750831
"CAMB3<XBSP>","4T2021",83.168130489,62.311166876,109.0084882,129.86545181,192.17661869
"CAMB3<XBSP>","1T2022",89.271802821,58.818608815,90.730411687,121.18360569,180.00221451
"CAMB3<XBSP>","2T2022",76.716987791,61.496799448,88.852183716,104.07237205,165.56917151
"CAMB3<XBSP>","3T2022",69.376007739,52.476620445,97.907424359,114.80681165,167.2834321
"CAMB3<XBSP>","4T2022",79.234023235,35.847712594,76.951344674,120.33765531,156.18536791
"CAMB3<XBSP>","1T2023",74.467250438,34.741856392,76.345638432,116.07103247,150.81288887
"CAMB3<XBSP>","2T2023",64.281211151,31.825386134,78.780536125,111.23636114,143.06174728
"CAMB3<XBSP>","3T2023",55.977080941,29.001892583,82.252572279,109.22776063,138.22965322
"CAMB3<XBSP>","4T2023",43.598920208,21.315789474,63.115900523,85.399031257,106.71482073
"CAMB3<XBSP>","1T2024",40.656698169,32.753394299,79.373391086,87.276694955,120.03008925
"CAML3<XBSP>","1T2015","-","-","-","-","-"
"CAML3<XBSP>","2T2015","-","-","-","-","-"
"CAML3<XBSP>","3T2015","-","-","-","-","-"
"CAML3<XBSP>","4T2015","-","-","-","-","-"
"CAML3<XBSP>","1T2016",96.641542507,51.897445849,52.356668288,97.100764945,148.99821079
"CAML3<XBSP>","2T2016","-","-","-","-","-"
"CAML3<XBSP>","3T2016","-","-","-","-","-"
"CAML3<XBSP>","4T2016","-","-","-","-","-"
"CAML3<XBSP>","1T2017",92.145939239,45.198712389,49.235669691,96.182896541,141.38160893
"CAML3<XBSP>","2T2017","-","-","-","-","-"
"CAML3<XBSP>","3T2017","-","-","-","-","-"
"CAML3<XBSP>","4T2017","-","-","-","-","-"
"CAML3<XBSP>","1T2018",87.654034812,37.423316761,47.053060944,97.283778995,134.70709576
"CAML3<XBSP>","2T2018",152.59041184,83.497762972,45.415367159,114.50801603,198.005779
"CAML3<XBSP>","3T2018",151.43501104,50.259972937,48.012250825,149.18728893,199.44726186
"CAML3<XBSP>","4T2018",140.95335183,43.626327359,53.882732418,151.20975689,194.83608425
"CAML3<XBSP>","1T2019",114.33428558,43.195492687,52.348309319,123.48710221,166.68259491
"CAML3<XBSP>","2T2019",161.7786459,87.793564922,48.086015945,122.07109691,209.86466184
"CAML3<XBSP>","3T2019",143.79352889,46.886779258,45.162931947,142.06968158,188.95646084
"CAML3<XBSP>","4T2019",129.50822475,45.839572385,62.496171826,146.16482419,192.00439658
"CAML3<XBSP>","1T2020",100.11626249,44.922761457,48.385637659,103.57913869,148.50190015
"CAML3<XBSP>","2T2020",166.08834753,93.880617168,52.806738622,125.01446898,218.89508615
"CAML3<XBSP>","3T2020",132.69063243,55.853804726,53.544188609,130.38101632,186.23482104
"CAML3<XBSP>","4T2020",123.60629394,49.202355268,48.61197309,123.01591176,172.21826703
"CAML3<XBSP>","1T2021",90.343039114,41.773624572,45.572482859,94.1418974,135.91552197
"CAML3<XBSP>","2T2021",121.39173504,86.376156708,53.647682926,88.663261268,175.03941798
"CAML3<XBSP>","3T2021",92.99667649,45.469053604,45.117828453,92.645451339,138.11450494
"CAML3<XBSP>","4T2021",90.693982262,51.287662349,50.895026048,90.301345961,141.58900831
"CAML3<XBSP>","1T2022",81.905958549,54.765029011,48.410157439,75.551086978,130.31611599
"CAML3<XBSP>","2T2022",115.53983628,78.263953797,55.658470847,92.934353338,171.19830714
"CAML3<XBSP>","3T2022",99.193736289,50.039943759,49.320364847,98.474157377,148.51410114
"CAML3<XBSP>","4T2022",97.780299632,47.516615316,54.972483188,105.2361675,152.75278282
"CAML3<XBSP>","1T2023",98.571823452,45.569672103,46.974278937,99.976430286,145.54610239
"CAML3<XBSP>","2T2023",135.85097452,74.921324162,47.4589449,108.38859525,183.30991942
"CAML3<XBSP>","3T2023",111.02681732,53.338542465,45.37968834,103.0679632,156.40650567
"CAML3<XBSP>","4T2023",99.233217405,45.506638708,61.278159522,115.00473822,160.51137693
"CRFB3<XBSP>","4T2014",41.070855387,65.644527915,5.5247476259,-19.048924903,46.595603013
"CRFB3<XBSP>","1T2015","-","-","-","-","-"
"CRFB3<XBSP>","2T2015","-","-","-","-","-"
"CRFB3<XBSP>","3T2015","-","-","-","-","-"
"CRFB3<XBSP>","4T2015",43.558989527,71.385023994,6.2054022823,-21.620632185,49.764391809
"CRFB3<XBSP>","1T2016","-","-","-","-","-"
"CRFB3<XBSP>","2T2016","-","-","-","-","-"
"CRFB3<XBSP>","3T2016","-","-","-","-","-"
"CRFB3<XBSP>","4T2016",44.970420424,75.789971867,6.8237472125,-23.99580423,51.794167637
"CRFB3<XBSP>","1T2017","-","-","-","-","-"
"CRFB3<XBSP>","2T2017","-","-","-","-","-"
"CRFB3<XBSP>","3T2017","-","-","-","-","-"
"CRFB3<XBSP>","4T2017",44.965145042,84.641331234,7.3961813842,-32.280004809,52.361326426
"CRFB3<XBSP>","1T2018",44.410218438,59.169196594,7.3489577199,-7.4100204363,51.759176157
"CRFB3<XBSP>","2T2018",43.089953271,56.17114486,5.6464308507,-7.4347607381,48.736384122
"CRFB3<XBSP>","3T2018",44.416698437,52.917460923,7.1787296898,-1.3220327959,51.595428127
"CRFB3<XBSP>","4T2018",43.079792939,87.49428718,47.5449168,3.1304225599,90.62470974
"CRFB3<XBSP>","1T2019",51.263656978,62.601525459,48.929829314,37.591960834,100.19348629
"CRFB3<XBSP>","2T2019",43.360672134,56.275255051,49.341959918,36.427377001,92.702632052
"CRFB3<XBSP>","3T2019",47.289365318,52.811294856,51.714722399,46.192792861,99.004087717
"CRFB3<XBSP>","4T2019",44.978263152,92.141552032,57.730420884,10.567132004,102.70868403
"CRFB3<XBSP>","1T2020",47.084029164,54.928923466,54.836173001,46.9912787,101.92020216
"CRFB3<XBSP>","2T2020",45.752674403,64.370062452,53.576125759,34.95873771,99.328800162
"CRFB3<XBSP>","3T2020",51.963649852,59.922106825,55.663991217,47.705534244,107.62764106
"CRFB3<XBSP>","4T2020",48.456340684,90.658425436,54.345633577,12.143548825,102.80197426
"CRFB3<XBSP>","1T2021",48.492357691,55.896003656,56.514318536,49.110672571,105.00667622
"CRFB3<XBSP>","2T2021",46.564837803,57.840548495,57.630316597,46.354605905,104.1951544
"CRFB3<XBSP>","3T2021",49.446983841,53.329041396,61.68061967,57.798562115,111.12760351
"CRFB3<XBSP>","4T2021",50.316978131,88.455506958,57.117721959,18.979193132,107.43470009
"CRFB3<XBSP>","1T2022",52.60011367,62.996267338,65.248713551,54.852559882,117.84882722
"CRFB3<XBSP>","2T2022",62.079325563,73.231300215,61.173604248,50.021629595,123.25292981
"CRFB3<XBSP>","3T2022",58.493463374,58.796949575,60.754883986,60.451397785,119.24834736
"CRFB3<XBSP>","4T2022",53.164666451,89.268028976,54.607056079,18.503693554,107.77172253
"CRFB3<XBSP>","1T2023",58.148902055,63.188418982,59.00173004,53.962213113,117.15063209
"CRFB3<XBSP>","2T2023",45.665103818,53.220361688,54.132335032,46.577077162,99.79743885
"CRFB3<XBSP>","3T2023",51.558663489,61.648603679,60.142238208,50.052298018,111.70090169
"CRFB3<XBSP>","4T2023",47.333796722,80.953384605,58.430897787,24.811309904,105.7646945
"CASN3<XBSP>","4T1997","-","-","-","-","-"
"CASN3<XBSP>","1T1998","-","-","-","-","-"
"CASN3<XBSP>","2T1998","-","-","-","-","-"
"CASN3<XBSP>","3T1998","-","-","-","-","-"
"CASN3<XBSP>","4T1998","-","-","-","-","-"
"CASN3<XBSP>","1T1999","-","-","-","-","-"
"CASN3<XBSP>","2T1999","-","-","-","-","-"
"CASN3<XBSP>","3T1999","-","-","-","-","-"
"CASN3<XBSP>","4T1999",10.968389362,51.299548419,75.025756891,34.694597834,85.994146254
"CASN3<XBSP>","1T2000",8.9202698913,34.32304469,77.241911189,51.839136389,86.16218108
"CASN3<XBSP>","2T2000",7.357889411,23.575110876,74.822063778,58.604842313,82.179953189
"CASN3<XBSP>","3T2000",6.5262160651,21.862614152,74.284002491,58.947604404,80.810218556
"CASN3<XBSP>","4T2000",11.901393636,51.328161977,75.750461559,36.323693219,87.651855196
"CASN3<XBSP>","1T2001",11.414430975,37.487370004,74.135543615,48.062604586,85.54997459
"CASN3<XBSP>","2T2001",11.041509103,49.073623812,73.893027626,35.860912918,84.93453673
"CASN3<XBSP>","3T2001",12.293094619,38.538351913,67.970140453,41.72488316,80.263235073
"CASN3<XBSP>","4T2001",12.566566313,54.344071677,74.689988124,32.912482761,87.256554438
"CASN3<XBSP>","1T2002",12.251588265,45.011770313,72.786303521,40.026121474,85.037891787
"CASN3<XBSP>","2T2002",10.536259885,53.878280014,70.510753293,27.168733163,81.047013178
"CASN3<XBSP>","3T2002",11.884313725,54.374509804,64.94637354,22.456177461,76.830687265
"CASN3<XBSP>","4T2002",11.432679765,39.295214815,65.610613281,37.748078232,77.043293047
"CASN3<XBSP>","1T2003",10.664725214,11.995508682,67.138127288,65.80734382,77.802852503
"CASN3<XBSP>","2T2003",10.825064747,12.286742553,68.410602638,66.948924832,79.235667386
"CASN3<XBSP>","3T2003",10.107625158,10.920129821,66.195499741,65.382995078,76.3031249
"CASN3<XBSP>","4T2003",10.011820966,18.252108968,75.222682743,66.982394741,85.234503709
"CASN3<XBSP>","1T2004",10.761362375,19.016043511,77.884205639,69.629524503,88.645568014
"CASN3<XBSP>","2T2004",15.278393282,17.543158108,71.505295323,69.240530498,86.783688606
"CASN3<XBSP>","3T2004",14.915906235,9.6979171109,70.506153933,75.724143058,85.422060168
"CASN3<XBSP>","4T2004",17.669931512,14.523897194,64.473940413,67.61997473,82.143871925
"CASN3<XBSP>","1T2005",19.006759145,12.394874371,71.011220976,77.623105749,90.01798012
"CASN3<XBSP>","2T2005",17.509337405,10.890406718,70.442812659,77.061743345,87.952150064
"CASN3<XBSP>","3T2005",17.975299634,14.229201819,69.757417545,73.50351536,87.732717179
"CASN3<XBSP>","4T2005",20.569265071,12.495730091,66.918575919,74.992110899,87.48784099
